customer_id_legacy,transaction_id,purchase_amount,purchase_date,customer_rating,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,moving_avg_purchase,purchase_month,monthly_total_spend,monthly_avg_spend,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Sports,avg_spent_last_3
187,1112,233.0,2024-04-21,3.7,A124,LinkedIn,77.0,3.2,Positive,47.48,233.0,2024-04,1611.0,268.5,False,False,False,False,True,233.0
100,1113,172.0,2024-04-22,4.0,,Unknown,78.0,3.6,Neutral,48.239999999999995,172.0,2024-04,172.0,172.0,False,True,False,False,False,172.0
107,1114,450.0,2024-04-23,4.2,,Unknown,78.0,3.6,Neutral,48.239999999999995,362.0,2024-04,871.0,435.5,False,False,True,False,False,362.0
187,1115,304.0,2024-04-24,4.2,A124,TikTok,75.0,4.6,Neutral,46.84,256.6666666666667,2024-04,1611.0,268.5,False,False,False,False,True,256.6666666666667
187,1115,304.0,2024-04-24,4.2,A124,Facebook,95.0,3.7,Positive,58.48,280.3333333333333,2024-04,1611.0,268.5,False,False,False,False,True,280.3333333333333
187,1115,304.0,2024-04-24,4.2,A124,LinkedIn,77.0,3.2,Positive,47.48,304.0,2024-04,1611.0,268.5,False,False,False,False,True,304.0
162,1116,343.0,2024-04-25,1.4,A126,TikTok,75.0,3.1,Neutral,46.24,181.66666666666666,2024-04,686.0,343.0,True,False,False,False,False,181.66666666666666
162,1116,343.0,2024-04-25,1.4,A126,Facebook,98.0,4.3,Negative,60.519999999999996,262.3333333333333,2024-04,686.0,343.0,True,False,False,False,False,262.3333333333333
110,1117,329.0,2024-04-26,3.0,A137,LinkedIn,93.0,3.5,Neutral,57.199999999999996,329.0,2024-04,658.0,329.0,False,False,False,False,True,329.0
110,1117,329.0,2024-04-26,3.0,A137,TikTok,99.0,3.1,Positive,60.64,329.0,2024-04,658.0,329.0,False,False,False,False,True,329.0
180,1118,374.0,2024-04-27,1.2,A131,LinkedIn,87.0,3.0,Positive,53.4,287.5,2024-04,374.0,374.0,False,False,True,False,False,287.5
107,1119,421.0,2024-04-28,3.2,,Unknown,78.0,3.6,Neutral,48.239999999999995,381.6666666666667,2024-04,871.0,435.5,False,False,False,False,True,381.6666666666667
134,1120,147.0,2024-04-29,2.8,A120,Facebook,83.0,1.4,Positive,50.36,237.66666666666666,2024-04,1182.0,197.0,False,False,False,True,False,237.66666666666666
134,1120,147.0,2024-04-29,2.8,A120,Instagram,56.0,3.0,Positive,34.800000000000004,192.33333333333334,2024-04,1182.0,197.0,False,False,False,True,False,192.33333333333334
134,1120,147.0,2024-04-29,2.8,A120,Instagram,92.0,3.6,Positive,56.63999999999999,147.0,2024-04,1182.0,197.0,False,False,False,True,False,147.0
134,1121,247.0,2024-04-30,4.6,A120,Facebook,83.0,1.4,Positive,50.36,180.33333333333334,2024-04,1182.0,197.0,False,False,False,False,True,180.33333333333334
134,1121,247.0,2024-04-30,4.6,A120,Instagram,56.0,3.0,Positive,34.800000000000004,213.66666666666666,2024-04,1182.0,197.0,False,False,False,False,True,213.66666666666666
134,1121,247.0,2024-04-30,4.6,A120,Instagram,92.0,3.6,Positive,56.63999999999999,247.0,2024-04,1182.0,197.0,False,False,False,False,True,247.0
132,1122,444.0,2024-05-01,2.4,A134,Unknown,78.0,3.6,Neutral,48.239999999999995,253.0,2024-05,752.0,376.0,False,True,False,False,False,253.0
104,1123,289.0,2024-05-02,1.5,A192,Instagram,60.0,4.3,Positive,37.72,289.0,2024-05,698.0,349.0,False,True,False,False,False,289.0
140,1124,193.0,2024-05-03,1.6,A145,Twitter,92.0,2.4,Neutral,56.16,230.0,2024-05,193.0,193.0,False,False,False,True,False,230.0
127,1125,146.0,2024-05-04,4.0,A144,Twitter,70.0,1.3,Positive,42.52,146.0,2024-05,146.0,146.0,False,False,True,False,False,146.0
106,1126,250.0,2024-05-05,3.5,A102,LinkedIn,51.0,4.8,Neutral,32.519999999999996,323.5,2024-05,250.0,250.0,False,True,False,False,False,323.5
172,1127,173.0,2024-05-06,1.4,,Unknown,78.0,3.6,Neutral,48.239999999999995,206.0,2024-05,173.0,173.0,True,False,False,False,False,206.0
171,1128,236.0,2024-05-07,1.3,,Unknown,78.0,3.6,Neutral,48.239999999999995,181.0,2024-05,236.0,236.0,False,True,False,False,False,181.0
111,1129,375.0,2024-05-08,3.8,A137,LinkedIn,93.0,3.5,Neutral,57.199999999999996,375.0,2024-05,750.0,375.0,False,True,False,False,False,375.0
111,1129,375.0,2024-05-08,3.8,A137,TikTok,99.0,3.1,Positive,60.64,375.0,2024-05,750.0,375.0,False,True,False,False,False,375.0
133,1130,398.0,2024-05-09,1.3,,Unknown,78.0,3.6,Neutral,48.239999999999995,417.0,2024-05,398.0,398.0,False,False,True,False,False,417.0
132,1131,308.0,2024-05-10,4.3,A134,Unknown,78.0,3.6,Neutral,48.239999999999995,271.3333333333333,2024-05,752.0,376.0,False,False,False,False,True,271.3333333333333
147,1132,197.0,2024-05-11,3.8,A159,Unknown,78.0,3.6,Neutral,48.239999999999995,216.5,2024-05,197.0,197.0,False,True,False,False,False,216.5
122,1133,301.0,2024-05-12,1.3,A123,Unknown,78.0,3.6,Neutral,48.239999999999995,301.0,2024-05,301.0,301.0,False,False,False,True,False,301.0
161,1134,492.0,2024-05-13,1.3,A118,Facebook,76.0,3.9,Negative,47.160000000000004,248.33333333333334,2024-05,492.0,492.0,False,False,False,False,True,248.33333333333334
187,1135,469.0,2024-05-14,4.9,A124,TikTok,75.0,4.6,Neutral,46.84,359.0,2024-05,1407.0,469.0,True,False,False,False,False,359.0
187,1135,469.0,2024-05-14,4.9,A124,Facebook,95.0,3.7,Positive,58.48,414.0,2024-05,1407.0,469.0,True,False,False,False,False,414.0
187,1135,469.0,2024-05-14,4.9,A124,LinkedIn,77.0,3.2,Positive,47.48,469.0,2024-05,1407.0,469.0,True,False,False,False,False,469.0
136,1136,452.0,2024-05-15,2.5,A107,Twitter,96.0,1.9,Neutral,58.35999999999999,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
136,1136,452.0,2024-05-15,2.5,A107,Facebook,62.0,4.4,Positive,38.959999999999994,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
136,1136,452.0,2024-05-15,2.5,A107,Twitter,73.0,4.2,Positive,45.48,452.0,2024-05,1356.0,452.0,False,False,True,False,False,452.0
198,1137,395.0,2024-05-16,2.5,A132,LinkedIn,63.0,3.3,Positive,39.12,395.0,2024-05,861.0,430.5,True,False,False,False,False,395.0
143,1138,196.0,2024-05-17,4.3,,Unknown,78.0,3.6,Neutral,48.239999999999995,281.6666666666667,2024-05,196.0,196.0,False,False,False,False,True,281.6666666666667
185,1139,197.0,2024-05-18,4.8,,Unknown,78.0,3.6,Neutral,48.239999999999995,197.0,2024-05,197.0,197.0,False,False,False,False,True,197.0
190,1140,401.0,2024-05-19,4.9,A133,Twitter,72.0,1.9,Positive,43.959999999999994,355.6666666666667,2024-05,1203.0,401.0,False,False,False,False,True,355.6666666666667
190,1140,401.0,2024-05-19,4.9,A133,Twitter,71.0,4.8,Negative,44.52,378.3333333333333,2024-05,1203.0,401.0,False,False,False,False,True,378.3333333333333
190,1140,401.0,2024-05-19,4.9,A133,Instagram,52.0,2.7,Positive,32.28,401.0,2024-05,1203.0,401.0,False,False,False,False,True,401.0
134,1141,248.0,2024-05-20,4.0,A120,Facebook,83.0,1.4,Positive,50.36,247.33333333333334,2024-05,744.0,248.0,True,False,False,False,False,247.33333333333334
134,1141,248.0,2024-05-20,4.0,A120,Instagram,56.0,3.0,Positive,34.800000000000004,247.66666666666666,2024-05,744.0,248.0,True,False,False,False,False,247.66666666666666
134,1141,248.0,2024-05-20,4.0,A120,Instagram,92.0,3.6,Positive,56.63999999999999,248.0,2024-05,744.0,248.0,True,False,False,False,False,248.0
164,1142,357.0,2024-05-21,2.5,A119,Unknown,78.0,3.6,Neutral,48.239999999999995,326.5,2024-05,357.0,357.0,False,False,False,False,True,326.5
198,1143,466.0,2024-05-22,2.985,A132,LinkedIn,63.0,3.3,Positive,39.12,430.5,2024-05,861.0,430.5,True,False,False,False,False,430.5
146,1144,473.0,2024-05-23,4.1,A196,Instagram,85.0,3.9,Negative,52.56,328.6666666666667,2024-05,473.0,473.0,False,False,False,False,True,328.6666666666667
177,1145,177.0,2024-05-24,3.2,A183,TikTok,90.0,4.1,Positive,55.64,178.33333333333334,2024-05,354.0,177.0,False,False,False,True,False,178.33333333333334
177,1145,177.0,2024-05-24,3.2,A183,TikTok,72.0,5.0,Positive,45.199999999999996,177.66666666666666,2024-05,354.0,177.0,False,False,False,True,False,177.66666666666666
102,1146,88.0,2024-05-25,2.7,,Unknown,78.0,3.6,Neutral,48.239999999999995,189.66666666666666,2024-05,88.0,88.0,False,False,False,False,True,189.66666666666666
100,1147,387.0,2024-05-26,4.6,,Unknown,78.0,3.6,Neutral,48.239999999999995,279.5,2024-05,387.0,387.0,True,False,False,False,False,279.5
104,1148,409.0,2024-05-27,1.4,A192,Instagram,60.0,4.3,Positive,37.72,349.0,2024-05,698.0,349.0,False,True,False,False,False,349.0
189,1149,178.0,2024-05-28,3.0,A173,TikTok,63.0,4.3,Negative,39.519999999999996,288.6666666666667,2024-05,356.0,178.0,False,False,False,False,True,288.6666666666667
189,1149,178.0,2024-05-28,3.0,A173,Facebook,78.0,3.9,Negative,48.36,233.33333333333334,2024-05,356.0,178.0,False,False,False,False,True,233.33333333333334
113,1150,316.0,2024-05-29,1.0,A196,Instagram,85.0,3.9,Negative,52.56,325.0,2024-05,316.0,316.0,False,True,False,False,False,325.0
